subject,body,label
donnellan complete citation,"a summary of my request for the complete citation : keith s . donnellan 1978 "" speaker reference , description and anaphora "" in syntax and semantics vol . 9 : pragmatics , peter cole , ed , n . y . : academic press . pp . 47-68 . this article was reprinted in 1979 contemporary perspectives in the philosophy of language , peter french , t . e . uehling jr , and h . k . wettstein , eds , minneapolis : u . of minnesota press . pp . 28-44 . thank you to the following people who responded to my request . charles meyer , gregory ward , steven bayne , robert knippen , anne reboul , jeffrey l . lidz , georges rebuschi , kjetil strand , becky passonneau
",0
software for an experimental mt system,"hi subscribers of linguist list , information and software of the experimental mt system of the project kit-fast from the technical university of berlin is now available via www and ftp . the information below is available via www : http : / / www . cs . tu-berlin . de / ~ ww / mtsystem . html this www document contains all hypertext links , which are relevant in order to get the software , documentation and further information . the experimental mt system is implemented in prolog and running on at compatible pc as well as sun workstations ( see below ) . the experimental mt system of the project kit-fast = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = an experimental mt system has been developed and implemented by the project fast within the project group kit . the transfer-based experimental mt system translates german texts into english sentence by sentence . the translation of a sentence consists of morphological , syntactical , semantical and conceptual analysis , transfer , generation and morphological synthesis . the semantic and conceptual analysis , the transfer as well as the generation is realized by one algorithm on the basis of term-rewriting ( known from the automatic provement of equations ) . a module for the evaluation of anaphoric relations of the source language and the kl-one based knowledge representation system back are components of the mt system . the back system is used for the representation of background knowledge in its tbox and of the text content in its abox . the evaluation algorithm uses the representation of the text content in order to check the semantic consistency of possible antecedents for anaphoric pronouns . this factor and others are defined as parameters for the evaluation algorithm . the components of the mt system + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + o morphological analyser based on the sutra system o gpsg parser for direct interpretation of id rules , lp statements and metarules o term-rewrite rule interpreter for semantic and conceptual analysis , transfer and generation o morphological synthesizer based on the sutra system o module for the evaluation of anaphoric relations o the knowledge representation system back o tools for the development of lexicons , grammars and term-rewrite systems linguistic data + + + + + + + + + + + + + + + linguistic data was developed in order to translate a german text , which is "" the proposal of the european commission for the esprit programme "" . about 100 sentences were successfully tested with the help of the mt system . the linguistic data comprises : o a german grammar ( gpsg ) : - 22 main categories , 34 features - 22 aliases - 76 id rules - 23 lp statements - 5 metarules - 23 fcrs - 265 lexical entries ( stem forms ) o 134 term-rewrite rules for semantic analysis ( german ) o 37 term-rewrite rules for conceptual analysis ( german ) o 248 term-rewrite rules for transfer ( german - - ) english ) o 182 term-rewrite rules for generation ( english ) o 8 factors for the evaluation of anaphoric relations in german : 1 . agreement 2 . binding 3 . proximity 4 . preference for the semantic subject 5 . topic preference 6 . identity of roles 7 . negative preference for free adjuncts 8 . conceptual consistency o the predefined background knowledge comprises selectional restrictions implementation + + + + + + + + + + + + + + the mt system is implemented in quintus - prolog 3 . 1 ( commercial software ) and swi - prolog 1 . 9 . 5 ( public domain software ) . both prolog dialects are running on sun workstations under sunos and at compatible pcs under dos ( windows 3 . 1 ) . the mt system is tested for quintus - and swi - prolog under sunos and under swi - prolog under windows 3 . 1 and needs about 10 mb of hard disk space . in order to get the software for the mt system running on at compatible pcs under dos ( windows 3 . 1 ) see http : / / www . cs . tu-berlin . de / ~ ww / mtdos . html . if you are interested in receiving the software for the mt system for sun workstations under sunos see http : / / www . cs . tu-berlin . de / ~ ww / mtsun . html . documents related to the mt system + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + o birte schmitz , susanne preu _ , christa hauenschild "" textreprdsentation und hintergrundwissen f | r die anaphernresolution im maschinellen \ bersetzungssystem kit-fast "" kit - report 93 , institute for software and theoretical cs , technical university of berlin 1992 and in : m . kohrt , ch . k | per ( eds . ) , "" probleme der \ bersetzungswissenschaft "" , working papers in linguistics , department for linguistics , technical university of berlin 1991 , p . 39-81 o christa hauenschild "" anapherninterpretation in der maschinellen \ bersetzung "" kit - report 94 , institute for software and theoretical cs , technical university of berlin 1992 and zeitschrift f | r literaturwissenschaft und linguistik 84 ( 1991 ) , vandenhoeck & ruprecht , p . 50-66 o susanne preu _ , birte schmitz , christa hauenschild "" anaphora resolution based on semantic and conceptual knowledge "" in : susanne preu _ , birte schmitz , "" workshop on textrepresentation and domain modelling - ideas from linguistics and ai "" , kit - report 97 , institute for software and theoretical cs , technical university of berlin 1992 , p . 1-13 o wilhelm weisweber "" transfer in machine translation by non - confluent term - rewrite systems "" proceedings of the gwai-89 , eringerfeld 1989 , p . 264-269 o wilhelm weisweber , christa hauenschild "" a model of multi - level transfer for machine translation and its partial realization "" kit - report 77 , institute for software and theoretical cs , technical university of berlin 1990 and to appear in : proceedings of the seminar "" computers & translation ' 89 "" , tiflis 1989 o wilhelm weisweber "" term - rewriting as a basis for a uniform architecture in machine translation "" proceedings of the coling-92 , nantes 1992 , p . 777-783 and extended version in kit - report 101 , institute for software and theoretical cs , technical university of berlin 1992 o christa hauenschild , stephan busemann "" a constructive version of gpsg for machine translation "" in : erich steiner , paul schmidt , cornelia zellinsky - wibbelt ( eds . ) , "" from syntax to semantics - insights from machine translation "" , frances pinter , london 1988 , p . 216-238 o wilhelm weisweber "" ein dominanz - chart - parser f | r generalisierte phrasenstrukturgrammatiken "" kit - report 45 , institute for software and theoretical cs , technical university of berlin 1987 o wilhelm weisweber , susanne preu _ "" "" direct parsing with metarules proceedings of the coling-92 , nantes 1992 , p . 1111-1115 and extended version in kit - report 102 , institute for software and theoretical cs , technical university of berlin 1992 o wilhelm weisweber "" termersetzung als basis f | r eine einheitliche architektur in der maschinellen sprach | bersetzung "" sprache un information band 28 , niemeyer , t | bingen 1994 o wilhelm weisweber "" the experimental mt system system of the project kit-fast "" proceedings of the international conference "" machine translation : ten years on "" , cranfield 1994 , p . 12 . 1-12 . 19 user and system documentation : o wilhelm weisweber "" implementierungs - und benutzerhandbuch des experimentellen berliner m \ - systems "" kit - report 116 , institute for software and theoretical cs , technical university of berlin 1994 the list of available kit reports can be found at http : / / www . cs . tu-berlin . de / ~ kit / reportliste / kitlistehtml . html . further information + + + + + + + + + + + + + + + + + + + wilhelm weisweber technical university of berlin department of computer sciences institute for software and theoretical computer sciences ( isti ) functional and logic programming ( flp ) sekr . : fr 6-10 franklinstr . 28 / 29 d-10587 berlin - charlottenburg federal republic of germany fon : + 49-30 - 314-73608 fax : + 49-30 - 314-73622 e - mail : ww @ cs . tu-berlin . de www : http : / / www . cs . tu-berlin . de / ~ ww /
",0
language conflict conference,"announcing : an interdisciplinary conference "" when languages collide : sociocultural and geopolitical implications of language conflict and language coexistence "" november 13-15 , 1998 ohio state university columbus , ohio rationale for conference : to discuss issues relating to language or dialect hegemony within societies including , but not limited to , language planning , designation of national or official languages , orthographic reform , dialect and language prestige , language endangerment and death , minority language status , gender or race-based linguistic hegemony , and the spread of english as the international language of science , business , etc . , and the reaction of non - english speaking peoples to this . in other words , we seek a discussion of all areas in which conflict or disputes arise as the result of competition between different languages or between dialects within a single language . moreover , our interest is in the social , political , historical , and linguistic dimensions of these issues , with a broad geographic coverage that is global in scope . conference themes : state - imposed linguistic unity and its implications ; the linguistic legacy of colonialism ; international languages , their positive and negative consequences ; contentious issues regarding national or local languages ; race - , ethnic - , gender - , and class-based dialects under siege by the dominant linguistic paradigm ; diglossia ; orthographies in competition ; conflicting romanizations of languages . featured plenary speakers : joshua fishman , stanford university victor a . friedman , university of chicago featured panelists : s . robert ramsey , university of maryland , college park yona sabar , university of california at los angeles lachman kubchandani , center for communication studies , pune ( india ) other invited speakers may be added in the next few weeks . call for papers : please send five copies of a one-page anonymous abstract ( no more than 500 words ) with a second page allowable for references and data , together with a 3 "" x 5 "" file card with your name , title of paper , address ( plus summer address , if different ) , phone number , fax , and e-mail address by may 15 , 1998 to : office of international studies for more information , call : attn : language conference 614-292 - 8770 300 oxley hall or write to : 1712 neil avenue wolf . 5 @ osu . edu columbus , ohio 43210-1219 we anticipate publishing selected papers from the conference with a major university press .
",0
amlap - 97 call for abstracts,"* * * please post * * * please post * * * please post * * * please post * * * amlap - 97 conference "" architectures and mechanisms for language processing "" http : / / www . cogsci . ed . ac . uk / ~ amlap / final call for paper / poster abstracts call for participation 11-13 september 1997 apex hotel edinburgh , scotland * * * * * invited speakers * * * * * kay bock ( university of illinois ) - - - - - paul smolensky ( johns hopkins university ) - - - - - lorraine k . tyler ( birkbeck college ) * * * * * sponsors * * * * * human communication research centre universities of edinburgh and glasgow centre for cognitive science university of edinburgh we are calling for submissions for the 3rd conference on architectures and mechanisms for language processing ( amlap - 97 ) , which will be held in edinburgh , from thursday , september 11 until saturday , september 13 , 1997 . the aim of this conference is to bring psychological , computational and theoretical perspectives concerning the cognitive architectures and mechanisms which underly any aspect of human language processing . submissions which integrate experimental findings , formal and computational models of psychological processes are especially encouraged . deadline for submissions is 20 june 1997 . e - mail submissions ( in plain text ) are greatly preferred . please send a 400 word abstract to amlap @ cogsci . ed . ac . uk , or if necessary , by post to matt crocker , amlap , centre for cognitive science , university of edinburgh , 2 buccleuch place , edinburgh , eh8 9lw , or by fax to + 44 131 650 4587 . summaries of data and references can be additional to the main abstract . please indicate if you would rather give a 30 minute talk or a poster presentation , or either . abstracts will be considered by the programme committee : gerry altmann , martin corley , barbara hemforth , gerard kempen , paola merlo , wayne murray , suzanne stevenson , patrick sturt and the conference chairs . notification of acceptance will be sent by 18 july . it is our intention that selected contributions will be published either in the special issue of a journal or as an edited book . conference chairs : matt crocker ( hcrc , edinburgh ) martin pickering ( hcrc , glasgow ) for further details , see : http : / / www . cogsci . ed . ac . uk / ~ amlap / * * * registration & accommodation * * * registration the conference will be held at the apex hotel in the heart of edinburgh 's old town . registrations fees are shown below and include attendance of the conference , lunch on the 12th and 13th , all coffee breaks , and a copy of all abstracts being presented . | by 15 aug | after 15 aug - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - regular : | 65 . 00 | 80 . 00 student : | 35 . 00 | 50 . 00 to register , please send your payment ( as outlined below ) , and a cover letter stating that you wish to register for the amlap - 97 conference , and include your full name , affiliation , address , phone , fax , and e-mail . students must also include proof of student status . this should be sent to : amlap - 97 human communication research centre 2 buccleuch place edinburgh , eh8 9lw united kingdom payment : 1 . cheques should be drawn on a british bank in pounds sterling , and made payable to "" the university of edinburgh "" . 2 . direct transfers should be sent to : edinburgh university account - 00919680 bank of scotland 32a chambers street edinburgh sort code 80-02 - 24 transfers must mention amlap a / c 265000 g40183 3 we are able to accept payment from a variety of credit cards ( visa , mastercard , switch , and delta ) . payments made by credit card will incur an additional charge of 2 % of the total amount due . if you wish to pay by credit card please complete the following form , and send it to us by post ( we need a real signature ) : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - name : address to which the card is registered : card type : ( visa , mc , switch , delta ) : card number : valid from : expiry date : amount due : administration charge ( 2 % ) : total amount to be charged to card : signature : date : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - accommodation 1 accommodation is available at the apex hotel , the conference venue . this is one of edinburgh 's top hotels , and we have arranged a special conference rate of # 55 single / per night , # 60 double / per night , b&b . to book a room contact the hotel directly , and mention the amlap conference : the apex hotel 31-35 grassmarket edinburgh , eh1 2hs scotland phone : + 44 131 300 3456 fax : + 44 131 220 5345 2 finally , there are numerous b&bs in edinburgh , for those seeking less expensive accommodation . please check the web page first for details if possible . a further call for participation and announcement of the programme will appear in a subsequent announcement . also keep an eye on our web page at the url given below , it should be up and running soon . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - http : / / www . cogsci . ed . ac . uk / ~ amlap / email : amlap @ cogsci . ed . ac . uk
",0
spanish evaluator,"us-pa - pittsburgh machine translation evaluator ( spanish ) , cmu ( part-time ) spanish evaluator , machine translation applications the catalyst project at the center for machine translation , carnegie mellon university , is seeking a talented and energetic individual for the position of spanish evaluator . catalyst is a large-scale mt application for commercial document delivery in the domain of heavy machinery . the spanish evaluator is responsible for the following tasks : * review spanish output of machine translation system * evaluate the quality of the text based on cmt 's evaluation criteria * troubleshoot the system by providing an error analysis * working with developers to identify the most important areas for improvement the successful applicant must have the following qualifications : * native or near-native fluency in spanish and english * experience communicating and working productively within a group * experience in human translation of technical documents to spanish the following skills are also desirable : * coursework in linguistics or computational linguistics * experience with machine translation software or other types of language processing software * fluency in one or more of french , german , portuguese , russian , italian part - time position , salary negotiable . contact : eric nyberg phone : ( 412 ) 268-7281 center for machine translation fax : ( 412 ) 268-6298 carnegie mellon university email : ehn + @ cs . cmu . edu pittsburgh , pa 15213 usa resumes and cover letters may be submitted via email , in ascii or postscript form . materials may also be submitted by fax , but email is preferred .
",0
dgfs summerschool ( august 28th - - september 1995 ) saarbruecken,"* * * note : early registration closes june 30th * * * * the fifth summer school of the german linguistic society ( deutsche gesellschaft fuer sprachwissenschaft ) will be held between august 28th and september 8th , 1995 at the university of saarland ( saarbruecken , germany ) . the topic is "" language : cognitive structures and processes "" . the programme will cover cognitive aspects of natural language in the areas of theoretical linguistics , computational linguistics , and psycholinguistics . * 18 courses in german and english language each course consisting of five 90 minute lectures as well as workshops , exercises , and demonstrations . * plenary lectures on "" language and cognition "" * evening lectures on the topic "" language : cognitive structures and processes "" . * there will be a social programme , including official reception in saarbruecken castle , a summer school party . . . programm ring - christopher habel ( koordination ) : sprache und vorlesung kognition a theoretical linguistics phonetics william barry : cognitive aspects of phonetics phonology richard wiese : einf "" uhrung in die optimalit "" atstheorie syntax hubert haider : invarianten der syntaktischen strukturierung michael herweg & tibor kiss : theoretische und kognitive aspekte einer deklarativen grammatikanalyse des deutschen . prinzipien und schemata der hpsg semantics leonard talmy : how language structures concepts gilles fauconnier : cognitive semantics hans kamp : einstellungen , einstellungsberichte und sprachliche kommunikation jeff pelletier : formal semantic issues surrounding generic statements lexicon dieter wunderlich : lexical decomposition grammar b psycholinguistics language barbara hemforth & gerhard strube : kognitives parsing comprehension simon garrod : language comprehension and how we track the thread of discourse speech thomas pechmann : sprachproduktion production language werner deutsch : das allgemeine und das spezielle im acquisition erstspracherwerb am beispiel der personreferenz lexicon etta drews & pienie zwitserlood : das mentale lexikon neuro - barbara h "" ohle & stephanie kelter : neurolinguistik : linguistics kognitive aphasieforschung c computational linguistics lexicon james pustejovsky : processes of lexically - based inference : co - composition and abduction processing hans uszkoreit : performanzmodellierung in der models computerlinguistik man - maschine wolfgang wahlster : prozessmodelle multimodaler communication kommunikation registration : fees : early registration ( before june 30th ) : students : dm 280 visiting scholars : dm 560 industrial participants : dm 1100 registration after june 30th students : dm 350 visiting scholars : dm 650 industrial participants : dm 1200 you may register from now on . we shall try to find low-priced accommodation ( applications will be dealt with on a first done , first served basis ) . information and registration : dgfs - sommerschule 1995 universitaet des saarlandes computerlinguistik , bau 17 . 2 d-66041 saarbruecken tel . : + 49 ( 681 ) 302-4444 ; fax . : + 49 ( 681 ) 302-4351 internet : dgfs @ coli . uni-sb . de local organization : manfred pinkal and claudia villiger this and further information is also available on worldwideweb : http : / / coli . uni-sb . de / info / dgfs /
",0
high desert linguistics society / students,"call for papers the high desert linguistics society 2nd student conference in linguistics ( hdls - 2 ) march 26-27 , 1999 university of new mexico albuquerque keynote speaker : dr . sandra thompson , ucsb we invite student papers from all areas of linguistics , but we especially encourage papers in following specific areas of inquiry : form and function language change and grammaticization discourse analysis native american linguistics sign language linguistics computational linguistics sociolinguistics & language planning abstracts for 20 - minutes papers may be a maximum of one page . at the top of the abstract ( if by e-mail ) or on a separate page ( if on paper ) , please include : title of paper author name ( s ) and affiliation ( s ) topic area ( from the list above or whatever seems appropriate ) e-mail address paper mailing address submission deadline : abstracts must be received by jan . 22 , 1999 . where to submit : abstracts for 20 - minute papers should be e-mailed in ascii , word , or word perfect form to : < hdls @ unm . edu > . please use "" abstract "" as your subject header . if you are submitting more than one abstract , please e-mail each separately . if you prefer to use regular mail , send two copies of your abstract to : hdls - 2 abstracts university of new mexico humanities 526 albuquerque , nm 87131 proceedings the proceedings of the conference will be published in the summer of 1999 . inquiries : for more information , visit the conference web site at < http : / / www . unm . edu / ~ hdls / hdls - 2 / , available soon . e-mail inquiries : hdls @ unm . edu",0
australian national place names project - research fellow,"macquarie university / australian academy of the humanities the aim of the national place names project is to construct a comprehensive database of an estimated 4 million australian place names , compiled on a linguistic , etymological and historical basis . this position is funded by a grant from the australian research council to the australian academy of the humanities . the appointee will develop the methodologies , the procedures and the regional structures that are necessary for the national place names project to succeed . as part of this process , the appointee will assist in organising a conference with international participation from place names experts , in order to develop methodological best practice for the project . applicants must have a doctoral degree , or be about to submit their dissertation , in a relevant field . they must have experience in lexicography , in historical linguistics or in other relevant research , sufficient to carry out the tasks of the project . preference will be given to applicants who have research experience in place names study , and who have a record of publications in this field . experience in liaising with government departments and in organising meetings and conferences would be an advantage . enquiries and further information package : mr david blair , on + 61 + 2 9850 8736 , fax + 61 + 2 9850 6900 ( e-mail : david . blair @ mq . edu . au ) . an application package must be obtained prior to sending your application . the position is available from 1 october 1997 , for a fixed term of two years . salary range : level b ( lecturer ) $ 42 , 042 to $ 51 , 113 per annum . applications , including full curriculum vitae , visa status , and the names and addresses of three referees should be forwarded to the recruitment manager , personnel office , macquarie university , nsw 2109 by 1 september 1997 . applications will not be acknowedged unless specifically requested .
",0
on - line library catalogs,"i do n't mean to discourage linguist readers from posting bibliographical queries on the list . on the contrary , i would like to remind / inform them that available , open-access on-line library catalogs exist through telnet which may make your life much easier when searching for references . all you need is access to telnet and a little patience . the following address will offer you a tour around the main libraries in the world . it 's unlikely for any important volume not to be listed in any of the important libraries . to access it , just give the command ( after the prompt ) telnet rsl . ox . ac . uk or telnet 163 . 1 . 62 . 31 this is ( i believe ) a free service , except for however your local system manages command and cpu usage time . it 's a site located in the u . k . you need no login name , no password . just log in and follow the menus . once you ' ve identified the library ( es ) of your liking , you may prefer to take down their telnet addresses in order to access them directly in the future . a few sites offer access to article indexes . services exist which may fax you a given article upon request ( for a fee , of course ) in 24 hours . the syntax for bibliographical searches varies from institution to institution , but after a while you get the idea and library navigation becomes kids ' stuff . please please do not write to my account asking for more details about how this works - - at least not for a couple of months ! i ' m just a user . celso alvarez - caccamo
",0
qs : a question from ask - a-linguist,"hi there ! i am sure you all know about the marvelous service that "" ask - a-linguist "" offers to the public . we received the following request on july 14 and until last night , there was no answer to it :
",0
